date,stockcode,description,demand,price,revenue,num_invoices,num_customers,year,month,day,day_of_week,is_weekend,quarter,week,country,lost_sales,stock_level,is_promotion,discount_pct
2009-12-14,15036,ASSORTED COLOURS SILK FAN,50,1.04,41.6,5,2,2009,12,14,0,0,4,51,United Kingdom,0,0,0,0.0
2009-12-15,15036,ASSORTED COLOURS SILK FAN,0,1.04,0.0,0,0,2009,12,15,1,0,4,51,United Kingdom,0,0,0,0.0
2009-12-16,15036,ASSORTED COLOURS SILK FAN,7,1.3,9.100000000000001,2,0,2009,12,16,2,0,4,51,United Kingdom,0,0,0,0.0
2009-12-17,15036,ASSORTED COLOURS SILK FAN,0,1.3,0.0,0,0,2009,12,17,3,0,4,51,United Kingdom,0,0,0,0.0
2009-12-18,15036,ASSORTED COLOURS SILK FAN,6,1.3,7.800000000000001,2,0,2009,12,18,4,0,4,51,United Kingdom,0,0,0,0.0
2009-12-19,15036,ASSORTED COLOURS SILK FAN,0,1.3,0.0,0,0,2009,12,19,5,1,4,51,United Kingdom,0,0,0,0.0
2009-12-20,15036,ASSORTED COLOURS SILK FAN,0,1.3,0.0,0,0,2009,12,20,6,1,4,51,United Kingdom,0,0,0,0.0
2009-12-21,15036,ASSORTED COLOURS SILK FAN,0,1.3,0.0,0,0,2009,12,21,0,0,4,52,United Kingdom,0,0,0,0.0
2009-12-22,15036,ASSORTED COLOURS SILK FAN,102,1.1375,70.2,4,1,2009,12,22,1,0,4,52,United Kingdom,0,0,0,0.0
2009-12-23,15036,ASSORTED COLOURS SILK FAN,1,1.3,1.3,1,0,2009,12,23,2,0,4,52,United Kingdom,0,0,0,0.0
2009-12-24,15036,ASSORTED COLOURS SILK FAN,0,1.3,0.0,0,0,2009,12,24,3,0,4,52,United Kingdom,0,0,0,0.0
2009-12-25,15036,ASSORTED COLOURS SILK FAN,0,1.3,0.0,0,0,2009,12,25,4,0,4,52,United Kingdom,0,0,0,0.0
2009-12-26,15036,ASSORTED COLOURS SILK FAN,0,1.3,0.0,0,0,2009,12,26,5,1,4,52,United Kingdom,0,0,0,0.0
2009-12-27,15036,ASSORTED COLOURS SILK FAN,0,1.3,0.0,0,0,2009,12,27,6,1,4,52,United Kingdom,0,0,0,0.0
2009-12-28,15036,ASSORTED COLOURS SILK FAN,0,1.3,0.0,0,0,2009,12,28,0,0,4,53,United Kingdom,0,0,0,0.0
2009-12-29,15036,ASSORTED COLOURS SILK FAN,0,1.3,0.0,0,0,2009,12,29,1,0,4,53,United Kingdom,0,0,0,0.0
2009-12-30,15036,ASSORTED COLOURS SILK FAN,0,1.3,0.0,0,0,2009,12,30,2,0,4,53,United Kingdom,0,0,0,0.0
2009-12-31,15036,ASSORTED COLOURS SILK FAN,0,1.3,0.0,0,0,2009,12,31,3,0,4,53,United Kingdom,0,0,0,0.0
2010-01-01,15036,ASSORTED COLOURS SILK FAN,0,1.3,0.0,0,0,2010,1,1,4,0,1,53,United Kingdom,0,0,0,0.0
2010-01-02,15036,ASSORTED COLOURS SILK FAN,0,1.3,0.0,0,0,2010,1,2,5,1,1,53,United Kingdom,0,0,0,0.0
2010-01-03,15036,ASSORTED COLOURS SILK FAN,0,1.3,0.0,0,0,2010,1,3,6,1,1,53,United Kingdom,0,0,0,0.0
2010-01-04,15036,ASSORTED COLOURS SILK FAN,12,0.65,7.800000000000001,1,1,2010,1,4,0,0,1,1,United Kingdom,0,0,0,0.0
2010-01-05,15036,ASSORTED COLOURS SILK FAN,0,0.65,0.0,0,0,2010,1,5,1,0,1,1,United Kingdom,0,0,0,0.0
2010-01-06,15036,ASSORTED COLOURS SILK FAN,0,0.65,0.0,0,0,2010,1,6,2,0,1,1,United Kingdom,0,0,0,0.0
2010-01-07,15036,ASSORTED COLOURS SILK FAN,36,0.65,23.400000000000002,1,1,2010,1,7,3,0,1,1,United Kingdom,0,0,0,0.0
2010-01-08,15036,ASSORTED COLOURS SILK FAN,144,0.65,93.60000000000001,2,2,2010,1,8,4,0,1,1,United Kingdom,0,0,0,0.0
2010-01-09,15036,ASSORTED COLOURS SILK FAN,0,0.65,0.0,0,0,2010,1,9,5,1,1,1,United Kingdom,0,0,0,0.0
2010-01-10,15036,ASSORTED COLOURS SILK FAN,0,0.65,0.0,0,0,2010,1,10,6,1,1,1,United Kingdom,0,0,0,0.0
2010-01-11,15036,ASSORTED COLOURS SILK FAN,7,1.2866666666666668,8.98,3,0,2010,1,11,0,0,1,2,United Kingdom,0,0,0,0.0
2010-01-12,15036,ASSORTED COLOURS SILK FAN,2,1.28,2.56,1,0,2010,1,12,1,0,1,2,United Kingdom,0,0,0,0.0
2010-01-13,15036,ASSORTED COLOURS SILK FAN,2,1.28,2.56,1,0,2010,1,13,2,0,1,2,United Kingdom,0,0,0,0.0
2010-01-14,15036,ASSORTED COLOURS SILK FAN,19,1.1225,16.76,4,1,2010,1,14,3,0,1,2,United Kingdom,0,0,0,0.0
2010-01-15,15036,ASSORTED COLOURS SILK FAN,0,1.1225,0.0,0,0,2010,1,15,4,0,1,2,United Kingdom,0,0,0,0.0
2010-01-16,15036,ASSORTED COLOURS SILK FAN,0,1.1225,0.0,0,0,2010,1,16,5,1,1,2,United Kingdom,0,0,0,0.0
2010-01-17,15036,ASSORTED COLOURS SILK FAN,0,1.1225,0.0,0,0,2010,1,17,6,1,1,2,United Kingdom,0,0,0,0.0
2010-01-18,15036,ASSORTED COLOURS SILK FAN,1,1.28,1.28,1,0,2010,1,18,0,0,1,3,United Kingdom,0,0,0,0.0
2010-01-19,15036,ASSORTED COLOURS SILK FAN,53,0.9650000000000001,37.6,4,2,2010,1,19,1,0,1,3,United Kingdom,0,0,0,0.0
2010-01-20,15036,ASSORTED COLOURS SILK FAN,24,0.65,15.600000000000001,1,1,2010,1,20,2,0,1,3,United Kingdom,0,0,0,0.0
2010-01-21,15036,ASSORTED COLOURS SILK FAN,0,0.65,0.0,0,0,2010,1,21,3,0,1,3,United Kingdom,0,0,0,0.0
2010-01-22,15036,ASSORTED COLOURS SILK FAN,4,1.28,5.12,2,0,2010,1,22,4,0,1,3,United Kingdom,0,0,0,0.0
2010-01-23,15036,ASSORTED COLOURS SILK FAN,0,1.28,0.0,0,0,2010,1,23,5,1,1,3,United Kingdom,0,0,0,0.0
2010-01-24,15036,ASSORTED COLOURS SILK FAN,36,0.65,23.400000000000002,2,2,2010,1,24,6,1,1,3,United Kingdom,0,0,0,0.0
2010-01-25,15036,ASSORTED COLOURS SILK FAN,5,1.28,6.4,1,0,2010,1,25,0,0,1,4,United Kingdom,0,0,0,0.0
2010-01-26,15036,ASSORTED COLOURS SILK FAN,13,0.9650000000000001,9.08,2,1,2010,1,26,1,0,1,4,United Kingdom,0,0,0,0.0
2010-01-27,15036,ASSORTED COLOURS SILK FAN,17,0.9650000000000001,14.200000000000001,2,1,2010,1,27,2,0,1,4,United Kingdom,0,0,0,0.0
2010-01-28,15036,ASSORTED COLOURS SILK FAN,0,0.9650000000000001,0.0,0,0,2010,1,28,3,0,1,4,United Kingdom,0,0,0,0.0
2010-01-29,15036,ASSORTED COLOURS SILK FAN,24,0.65,15.600000000000001,2,2,2010,1,29,4,0,1,4,United Kingdom,0,0,0,0.0
2010-01-30,15036,ASSORTED COLOURS SILK FAN,0,0.65,0.0,0,0,2010,1,30,5,1,1,4,United Kingdom,0,0,0,0.0
2010-01-31,15036,ASSORTED COLOURS SILK FAN,0,0.65,0.0,0,0,2010,1,31,6,1,1,4,United Kingdom,0,0,0,0.0
2010-02-01,15036,ASSORTED COLOURS SILK FAN,12,0.65,7.800000000000001,1,1,2010,2,1,0,0,1,5,United Kingdom,0,0,0,0.0
2010-02-02,15036,ASSORTED COLOURS SILK FAN,0,0.65,0.0,0,0,2010,2,2,1,0,1,5,United Kingdom,0,0,0,0.0
2010-02-03,15036,ASSORTED COLOURS SILK FAN,0,0.65,0.0,0,0,2010,2,3,2,0,1,5,United Kingdom,0,0,0,0.0
2010-02-04,15036,ASSORTED COLOURS SILK FAN,0,0.65,0.0,0,0,2010,2,4,3,0,1,5,United Kingdom,0,0,0,0.0
2010-02-05,15036,ASSORTED COLOURS SILK FAN,24,0.53,12.72,1,1,2010,2,5,4,0,1,5,United Kingdom,0,0,0,0.0
2010-02-06,15036,ASSORTED COLOURS SILK FAN,0,0.53,0.0,0,0,2010,2,6,5,1,1,5,United Kingdom,0,0,0,0.0
2010-02-07,15036,ASSORTED COLOURS SILK FAN,0,0.53,0.0,0,0,2010,2,7,6,1,1,5,United Kingdom,0,0,0,0.0
2010-02-08,15036,ASSORTED COLOURS SILK FAN,50,1.07,33.760000000000005,3,1,2010,2,8,0,0,1,6,United Kingdom,0,0,0,0.0
2010-02-09,15036,ASSORTED COLOURS SILK FAN,0,1.07,0.0,0,0,2010,2,9,1,0,1,6,United Kingdom,0,0,0,0.0
2010-02-10,15036,ASSORTED COLOURS SILK FAN,0,1.07,0.0,0,0,2010,2,10,2,0,1,6,United Kingdom,0,0,0,0.0
2010-02-11,15036,ASSORTED COLOURS SILK FAN,0,1.07,0.0,0,0,2010,2,11,3,0,1,6,United Kingdom,0,0,0,0.0
2010-02-12,15036,ASSORTED COLOURS SILK FAN,48,0.65,31.200000000000003,1,1,2010,2,12,4,0,1,6,United Kingdom,0,0,0,0.0
2010-02-13,15036,ASSORTED COLOURS SILK FAN,0,0.65,0.0,0,0,2010,2,13,5,1,1,6,United Kingdom,0,0,0,0.0
2010-02-14,15036,ASSORTED COLOURS SILK FAN,0,0.65,0.0,0,0,2010,2,14,6,1,1,6,United Kingdom,0,0,0,0.0
2010-02-15,15036,ASSORTED COLOURS SILK FAN,24,0.65,15.600000000000001,1,1,2010,2,15,0,0,1,7,United Kingdom,0,0,0,0.0
2010-02-16,15036,ASSORTED COLOURS SILK FAN,70,0.86,51.800000000000004,3,2,2010,2,16,1,0,1,7,United Kingdom,0,0,0,0.0
2010-02-17,15036,ASSORTED COLOURS SILK FAN,24,0.65,15.600000000000001,1,1,2010,2,17,2,0,1,7,United Kingdom,0,0,0,0.0
2010-02-18,15036,ASSORTED COLOURS SILK FAN,96,0.65,62.400000000000006,1,1,2010,2,18,3,0,1,7,United Kingdom,0,0,0,0.0
2010-02-19,15036,ASSORTED COLOURS SILK FAN,0,0.65,0.0,0,0,2010,2,19,4,0,1,7,United Kingdom,0,0,0,0.0
2010-02-20,15036,ASSORTED COLOURS SILK FAN,0,0.65,0.0,0,0,2010,2,20,5,1,1,7,United Kingdom,0,0,0,0.0
2010-02-21,15036,ASSORTED COLOURS SILK FAN,0,0.65,0.0,0,0,2010,2,21,6,1,1,7,United Kingdom,0,0,0,0.0
2010-02-22,15036,ASSORTED COLOURS SILK FAN,24,0.65,15.600000000000001,1,1,2010,2,22,0,0,1,8,United Kingdom,0,0,0,0.0
2010-02-23,15036,ASSORTED COLOURS SILK FAN,0,0.65,0.0,0,0,2010,2,23,1,0,1,8,United Kingdom,0,0,0,0.0
2010-02-24,15036,ASSORTED COLOURS SILK FAN,16,1.0150000000000001,14.120000000000001,2,1,2010,2,24,2,0,1,8,United Kingdom,0,0,0,0.0
2010-02-25,15036,ASSORTED COLOURS SILK FAN,62,0.8533333333333334,37.0,3,2,2010,2,25,3,0,1,8,United Kingdom,0,0,0,0.0
2010-02-26,15036,ASSORTED COLOURS SILK FAN,1,0.75,0.75,1,1,2010,2,26,4,0,1,8,United Kingdom,0,0,0,0.0
2010-02-27,15036,ASSORTED COLOURS SILK FAN,0,0.75,0.0,0,0,2010,2,27,5,1,1,8,United Kingdom,0,0,0,0.0
2010-02-28,15036,ASSORTED COLOURS SILK FAN,0,0.75,0.0,0,0,2010,2,28,6,1,1,8,United Kingdom,0,0,0,0.0
2010-03-01,15036,ASSORTED COLOURS SILK FAN,97,1.0150000000000001,73.28,2,1,2010,3,1,0,0,1,9,United Kingdom,0,0,0,0.0
2010-03-02,15036,ASSORTED COLOURS SILK FAN,60,1.28,76.8,2,0,2010,3,2,1,0,1,9,United Kingdom,0,0,0,0.0
2010-03-03,15036,ASSORTED COLOURS SILK FAN,0,1.28,0.0,0,0,2010,3,3,2,0,1,9,United Kingdom,0,0,0,0.0
2010-03-04,15036,ASSORTED COLOURS SILK FAN,37,0.9266666666666667,28.28,3,2,2010,3,4,3,0,1,9,United Kingdom,0,0,0,0.0
2010-03-05,15036,ASSORTED COLOURS SILK FAN,0,0.9266666666666667,0.0,0,0,2010,3,5,4,0,1,9,United Kingdom,0,0,0,0.0
2010-03-06,15036,ASSORTED COLOURS SILK FAN,0,0.9266666666666667,0.0,0,0,2010,3,6,5,1,1,9,United Kingdom,0,0,0,0.0
2010-03-07,15036,ASSORTED COLOURS SILK FAN,0,0.9266666666666667,0.0,0,0,2010,3,7,6,1,1,9,United Kingdom,0,0,0,0.0
2010-03-08,15036,ASSORTED COLOURS SILK FAN,16,1.0150000000000001,14.120000000000001,2,1,2010,3,8,0,0,1,10,United Kingdom,0,0,0,0.0
2010-03-09,15036,ASSORTED COLOURS SILK FAN,15,1.28,19.2,1,0,2010,3,9,1,0,1,10,United Kingdom,0,0,0,0.0
2010-03-10,15036,ASSORTED COLOURS SILK FAN,72,0.75,54.0,2,2,2010,3,10,2,0,1,10,United Kingdom,0,0,0,0.0
2010-03-11,15036,ASSORTED COLOURS SILK FAN,1,1.28,1.28,1,0,2010,3,11,3,0,1,10,United Kingdom,0,0,0,0.0
2010-03-12,15036,ASSORTED COLOURS SILK FAN,0,1.28,0.0,0,0,2010,3,12,4,0,1,10,United Kingdom,0,0,0,0.0
2010-03-13,15036,ASSORTED COLOURS SILK FAN,0,1.28,0.0,0,0,2010,3,13,5,1,1,10,United Kingdom,0,0,0,0.0
2010-03-14,15036,ASSORTED COLOURS SILK FAN,0,1.28,0.0,0,0,2010,3,14,6,1,1,10,United Kingdom,0,0,0,0.0
2010-03-15,15036,ASSORTED COLOURS SILK FAN,26,1.0150000000000001,20.56,2,1,2010,3,15,0,0,1,11,United Kingdom,0,0,0,0.0
2010-03-16,15036,ASSORTED COLOURS SILK FAN,60,0.7,43.8,2,2,2010,3,16,1,0,1,11,United Kingdom,0,0,0,0.0
2010-03-17,15036,ASSORTED COLOURS SILK FAN,25,1.0150000000000001,19.28,2,1,2010,3,17,2,0,1,11,United Kingdom,0,0,0,0.0
2010-03-18,15036,ASSORTED COLOURS SILK FAN,0,1.0150000000000001,0.0,0,0,2010,3,18,3,0,1,11,United Kingdom,0,0,0,0.0
2010-03-19,15036,ASSORTED COLOURS SILK FAN,600,0.53,318.0,1,1,2010,3,19,4,0,1,11,United Kingdom,0,0,0,0.0
2010-03-20,15036,ASSORTED COLOURS SILK FAN,0,0.53,0.0,0,0,2010,3,20,5,1,1,11,United Kingdom,0,0,0,0.0
2010-03-21,15036,ASSORTED COLOURS SILK FAN,0,0.53,0.0,0,0,2010,3,21,6,1,1,11,United Kingdom,0,0,0,0.0
2010-03-22,15036,ASSORTED COLOURS SILK FAN,0,0.53,0.0,0,0,2010,3,22,0,0,1,12,United Kingdom,0,0,0,0.0
2010-03-23,15036,ASSORTED COLOURS SILK FAN,9,0.75,6.75,1,1,2010,3,23,1,0,1,12,United Kingdom,0,0,0,0.0
2010-03-24,15036,ASSORTED COLOURS SILK FAN,0,0.75,0.0,0,0,2010,3,24,2,0,1,12,United Kingdom,0,0,0,0.0
2010-03-25,15036,ASSORTED COLOURS SILK FAN,12,1.0150000000000001,10.06,2,1,2010,3,25,3,0,1,12,United Kingdom,0,0,0,0.0
2010-03-26,15036,ASSORTED COLOURS SILK FAN,60,0.75,45.0,1,1,2010,3,26,4,0,1,12,United Kingdom,0,0,0,0.0
2010-03-27,15036,ASSORTED COLOURS SILK FAN,0,0.75,0.0,0,0,2010,3,27,5,1,1,12,United Kingdom,0,0,0,0.0
2010-03-28,15036,ASSORTED COLOURS SILK FAN,36,0.7166666666666667,25.8,3,3,2010,3,28,6,1,1,12,United Kingdom,0,0,0,0.0
2010-03-29,15036,ASSORTED COLOURS SILK FAN,24,0.7,16.8,2,2,2010,3,29,0,0,1,13,United Kingdom,0,0,0,0.0
2010-03-30,15036,ASSORTED COLOURS SILK FAN,123,0.8533333333333334,72.72,3,2,2010,3,30,1,0,1,13,United Kingdom,0,0,0,0.0
2010-03-31,15036,ASSORTED COLOURS SILK FAN,14,1.0150000000000001,11.56,2,1,2010,3,31,2,0,1,13,United Kingdom,0,0,0,0.0
2010-04-01,15036,ASSORTED COLOURS SILK FAN,624,0.7,408.0,2,2,2010,4,1,3,0,2,13,United Kingdom,0,0,0,0.0
2010-04-02,15036,ASSORTED COLOURS SILK FAN,0,0.7,0.0,0,0,2010,4,2,4,0,2,13,United Kingdom,0,0,0,0.0
2010-04-03,15036,ASSORTED COLOURS SILK FAN,0,0.7,0.0,0,0,2010,4,3,5,1,2,13,United Kingdom,0,0,0,0.0
2010-04-04,15036,ASSORTED COLOURS SILK FAN,0,0.7,0.0,0,0,2010,4,4,6,1,2,13,United Kingdom,0,0,0,0.0
2010-04-05,15036,ASSORTED COLOURS SILK FAN,0,0.7,0.0,0,0,2010,4,5,0,0,2,14,United Kingdom,0,0,0,0.0
2010-04-06,15036,ASSORTED COLOURS SILK FAN,14,1.0150000000000001,11.56,2,1,2010,4,6,1,0,2,14,United Kingdom,0,0,0,0.0
2010-04-07,15036,ASSORTED COLOURS SILK FAN,12,0.75,9.0,1,1,2010,4,7,2,0,2,14,United Kingdom,0,0,0,0.0
2010-04-08,15036,ASSORTED COLOURS SILK FAN,122,0.8325,82.96000000000001,4,3,2010,4,8,3,0,2,14,United Kingdom,0,0,0,0.0
2010-04-09,15036,ASSORTED COLOURS SILK FAN,0,0.8325,0.0,0,0,2010,4,9,4,0,2,14,United Kingdom,0,0,0,0.0
2010-04-10,15036,ASSORTED COLOURS SILK FAN,0,0.8325,0.0,0,0,2010,4,10,5,1,2,14,United Kingdom,0,0,0,0.0
2010-04-11,15036,ASSORTED COLOURS SILK FAN,36,0.75,27.0,1,1,2010,4,11,6,1,2,14,United Kingdom,0,0,0,0.0
2010-04-12,15036,ASSORTED COLOURS SILK FAN,0,0.75,0.0,0,0,2010,4,12,0,0,2,15,United Kingdom,0,0,0,0.0
2010-04-13,15036,ASSORTED COLOURS SILK FAN,0,0.75,0.0,0,0,2010,4,13,1,0,2,15,United Kingdom,0,0,0,0.0
2010-04-14,15036,ASSORTED COLOURS SILK FAN,12,0.75,9.0,1,1,2010,4,14,2,0,2,15,United Kingdom,0,0,0,0.0
2010-04-15,15036,ASSORTED COLOURS SILK FAN,60,0.75,45.0,2,2,2010,4,15,3,0,2,15,United Kingdom,0,0,0,0.0
2010-04-16,15036,ASSORTED COLOURS SILK FAN,0,0.75,0.0,0,0,2010,4,16,4,0,2,15,United Kingdom,0,0,0,0.0
2010-04-17,15036,ASSORTED COLOURS SILK FAN,0,0.75,0.0,0,0,2010,4,17,5,1,2,15,United Kingdom,0,0,0,0.0
2010-04-18,15036,ASSORTED COLOURS SILK FAN,24,0.75,18.0,1,1,2010,4,18,6,1,2,15,United Kingdom,0,0,0,0.0
2010-04-19,15036,ASSORTED COLOURS SILK FAN,40,0.9620000000000001,32.120000000000005,5,3,2010,4,19,0,0,2,16,United Kingdom,0,0,0,0.0
2010-04-20,15036,ASSORTED COLOURS SILK FAN,21,1.0150000000000001,20.52,2,1,2010,4,20,1,0,2,16,United Kingdom,0,0,0,0.0
2010-04-21,15036,ASSORTED COLOURS SILK FAN,36,0.75,27.0,2,2,2010,4,21,2,0,2,16,United Kingdom,0,0,0,0.0
2010-04-22,15036,ASSORTED COLOURS SILK FAN,62,0.9266666666666667,47.56,3,2,2010,4,22,3,0,2,16,United Kingdom,0,0,0,0.0
2010-04-23,15036,ASSORTED COLOURS SILK FAN,12,0.75,9.0,1,1,2010,4,23,4,0,2,16,United Kingdom,0,0,0,0.0
2010-04-24,15036,ASSORTED COLOURS SILK FAN,0,0.75,0.0,0,0,2010,4,24,5,1,2,16,United Kingdom,0,0,0,0.0
2010-04-25,15036,ASSORTED COLOURS SILK FAN,24,0.75,18.0,2,2,2010,4,25,6,1,2,16,United Kingdom,0,0,0,0.0
2010-04-26,15036,ASSORTED COLOURS SILK FAN,684,0.7166666666666667,453.0,3,3,2010,4,26,0,0,2,17,United Kingdom,0,0,0,0.0
2010-04-27,15036,ASSORTED COLOURS SILK FAN,12,0.75,9.0,1,1,2010,4,27,1,0,2,17,United Kingdom,0,0,0,0.0
2010-04-28,15036,ASSORTED COLOURS SILK FAN,38,0.9266666666666667,29.56,3,2,2010,4,28,2,0,2,17,United Kingdom,0,0,0,0.0
2010-04-29,15036,ASSORTED COLOURS SILK FAN,26,1.0150000000000001,26.92,2,1,2010,4,29,3,0,2,17,United Kingdom,0,0,0,0.0
2010-04-30,15036,ASSORTED COLOURS SILK FAN,0,1.0150000000000001,0.0,0,0,2010,4,30,4,0,2,17,United Kingdom,0,0,0,0.0
2010-05-01,15036,ASSORTED COLOURS SILK FAN,0,1.0150000000000001,0.0,0,0,2010,5,1,5,1,2,17,United Kingdom,0,0,0,0.0
2010-05-02,15036,ASSORTED COLOURS SILK FAN,72,0.75,54.0,2,2,2010,5,2,6,1,2,17,United Kingdom,0,0,0,0.0
2010-05-03,15036,ASSORTED COLOURS SILK FAN,0,0.75,0.0,0,0,2010,5,3,0,0,2,18,United Kingdom,0,0,0,0.0
2010-05-04,15036,ASSORTED COLOURS SILK FAN,26,1.28,33.28,2,0,2010,5,4,1,0,2,18,United Kingdom,0,0,0,0.0
2010-05-05,15036,ASSORTED COLOURS SILK FAN,39,0.9266666666666667,30.84,3,2,2010,5,5,2,0,2,18,United Kingdom,0,0,0,0.0
2010-05-06,15036,ASSORTED COLOURS SILK FAN,43,0.9620000000000001,35.96,5,3,2010,5,6,3,0,2,18,United Kingdom,0,0,0,0.0
2010-05-07,15036,ASSORTED COLOURS SILK FAN,120,0.64,68.88,2,2,2010,5,7,4,0,2,18,United Kingdom,0,0,0,0.0
2010-05-08,15036,ASSORTED COLOURS SILK FAN,0,0.64,0.0,0,0,2010,5,8,5,1,2,18,United Kingdom,0,0,0,0.0
2010-05-09,15036,ASSORTED COLOURS SILK FAN,0,0.64,0.0,0,0,2010,5,9,6,1,2,18,United Kingdom,0,0,0,0.0
2010-05-10,15036,ASSORTED COLOURS SILK FAN,49,0.9266666666666667,37.28,3,2,2010,5,10,0,0,2,19,United Kingdom,0,0,0,0.0
2010-05-11,15036,ASSORTED COLOURS SILK FAN,60,0.75,45.0,4,4,2010,5,11,1,0,2,19,United Kingdom,0,0,0,0.0
2010-05-12,15036,ASSORTED COLOURS SILK FAN,0,0.75,0.0,0,0,2010,5,12,2,0,2,19,United Kingdom,0,0,0,0.0
2010-05-13,15036,ASSORTED COLOURS SILK FAN,662,0.836,437.56,5,4,2010,5,13,3,0,2,19,United Kingdom,0,0,0,0.0
2010-05-14,15036,ASSORTED COLOURS SILK FAN,408,0.52,212.16,1,1,2010,5,14,4,0,2,19,United Kingdom,0,0,0,0.0
2010-05-15,15036,ASSORTED COLOURS SILK FAN,0,0.52,0.0,0,0,2010,5,15,5,1,2,19,United Kingdom,0,0,0,0.0
2010-05-16,15036,ASSORTED COLOURS SILK FAN,0,0.52,0.0,0,0,2010,5,16,6,1,2,19,United Kingdom,0,0,0,0.0
2010-05-17,15036,ASSORTED COLOURS SILK FAN,24,0.75,18.0,1,1,2010,5,17,0,0,2,20,United Kingdom,0,0,0,0.0
2010-05-18,15036,ASSORTED COLOURS SILK FAN,13,1.0150000000000001,10.28,2,1,2010,5,18,1,0,2,20,United Kingdom,0,0,0,0.0
2010-05-19,15036,ASSORTED COLOURS SILK FAN,0,1.0150000000000001,0.0,0,0,2010,5,19,2,0,2,20,United Kingdom,0,0,0,0.0
2010-05-20,15036,ASSORTED COLOURS SILK FAN,12,0.75,9.0,1,1,2010,5,20,3,0,2,20,United Kingdom,0,0,0,0.0
2010-05-21,15036,ASSORTED COLOURS SILK FAN,1,1.28,1.28,1,0,2010,5,21,4,0,2,20,United Kingdom,0,0,0,0.0
2010-05-22,15036,ASSORTED COLOURS SILK FAN,0,1.28,0.0,0,0,2010,5,22,5,1,2,20,United Kingdom,0,0,0,0.0
2010-05-23,15036,ASSORTED COLOURS SILK FAN,24,0.75,18.0,1,1,2010,5,23,6,1,2,20,United Kingdom,0,0,0,0.0
2010-05-24,15036,ASSORTED COLOURS SILK FAN,624,0.7166666666666667,408.0,3,3,2010,5,24,0,0,2,21,United Kingdom,0,0,0,0.0
2010-05-25,15036,ASSORTED COLOURS SILK FAN,51,0.8825000000000001,46.2,4,3,2010,5,25,1,0,2,21,United Kingdom,0,0,0,0.0
2010-05-26,15036,ASSORTED COLOURS SILK FAN,0,0.8825000000000001,0.0,0,0,2010,5,26,2,0,2,21,United Kingdom,0,0,0,0.0
2010-05-27,15036,ASSORTED COLOURS SILK FAN,171,0.8825000000000001,129.84,4,3,2010,5,27,3,0,2,21,United Kingdom,0,0,0,0.0
2010-05-28,15036,ASSORTED COLOURS SILK FAN,24,0.75,18.0,1,1,2010,5,28,4,0,2,21,United Kingdom,0,0,0,0.0
2010-05-29,15036,ASSORTED COLOURS SILK FAN,0,0.75,0.0,0,0,2010,5,29,5,1,2,21,United Kingdom,0,0,0,0.0
2010-05-30,15036,ASSORTED COLOURS SILK FAN,12,0.75,9.0,1,1,2010,5,30,6,1,2,21,United Kingdom,0,0,0,0.0
2010-05-31,15036,ASSORTED COLOURS SILK FAN,0,0.75,0.0,0,0,2010,5,31,0,0,2,22,United Kingdom,0,0,0,0.0
